State Name,geoid,County Name,Start Year,End Year,Tenure,Housing cost burden is greater than 30% but less than or equal to 50%,Housing cost burden is greater than 50%,Housing cost burden is less than or equal to 30%,Housing cost burden not computed (household has no/negative income),Total Households
Missouri,05000US29039,Cedar County,1/1/2006,1/1/2010,Renter occupied,305,235,907,10,"1,457"
Missouri,05000US29039,Cedar County,1/1/2007,1/1/2011,Owner occupied,513,535,"3,528",44,"4,620"
Missouri,05000US29039,Cedar County,1/1/2007,1/1/2011,Renter occupied,354,344,787,15,"1,500"
Missouri,05000US29039,Cedar County,1/1/2008,1/1/2012,Owner occupied,583,499,"3,393",59,"4,534"
Missouri,05000US29039,Cedar County,1/1/2008,1/1/2012,Renter occupied,323,343,862,10,"1,538"
Missouri,05000US29039,Cedar County,1/1/2009,1/1/2013,Owner occupied,498,504,"3,163",64,"4,229"
Missouri,05000US29039,Cedar County,1/1/2009,1/1/2013,Renter occupied,434,338,959,10,"1,741"
Missouri,05000US29039,Cedar County,1/1/2010,1/1/2014,Owner occupied,608,408,"3,188",59,"4,263"
Missouri,05000US29039,Cedar County,1/1/2010,1/1/2014,Renter occupied,414,313,893,0,"1,620"
Missouri,05000US29041,Chariton County,1/1/2005,1/1/2009,Owner occupied,239,211,"2,391",87,"2,928"
Missouri,05000US29041,Chariton County,1/1/2005,1/1/2009,Renter occupied,28,8,519,0,555
Missouri,05000US29041,Chariton County,1/1/2006,1/1/2010,Owner occupied,209,145,"2,130",14,"2,498"
Missouri,05000US29041,Chariton County,1/1/2006,1/1/2010,Renter occupied,65,59,517,10,651
Missouri,05000US29041,Chariton County,1/1/2007,1/1/2011,Owner occupied,237,171,"2,013",28,"2,449"
Missouri,05000US29041,Chariton County,1/1/2007,1/1/2011,Renter occupied,57,83,477,8,625
Missouri,05000US29041,Chariton County,1/1/2008,1/1/2012,Owner occupied,221,173,"1,949",23,"2,366"
Missouri,05000US29041,Chariton County,1/1/2008,1/1/2012,Renter occupied,72,83,493,8,656
Missouri,05000US29041,Chariton County,1/1/2009,1/1/2013,Owner occupied,192,189,"1,864",14,"2,259"
Missouri,05000US29041,Chariton County,1/1/2009,1/1/2013,Renter occupied,91,72,544,14,721
Missouri,05000US29041,Chariton County,1/1/2010,1/1/2014,Owner occupied,190,174,"1,908",19,"2,291"
Missouri,05000US29041,Chariton County,1/1/2010,1/1/2014,Renter occupied,96,86,492,8,682
Missouri,05000US29043,Christian County,1/1/2005,1/1/2009,Owner occupied,"3,114","1,624","16,972",714,"22,424"
Missouri,05000US29043,Christian County,1/1/2005,1/1/2009,Renter occupied,"1,423",360,"3,910",0,"5,693"
Missouri,05000US29043,Christian County,1/1/2006,1/1/2010,Owner occupied,"2,858","1,754","16,829",40,"21,481"
Missouri,05000US29043,Christian County,1/1/2006,1/1/2010,Renter occupied,"1,604","1,040","4,244",20,"6,908"
Missouri,05000US29043,Christian County,1/1/2007,1/1/2011,Owner occupied,"3,144","1,587","16,955",35,"21,721"
Missouri,05000US29043,Christian County,1/1/2007,1/1/2011,Renter occupied,"1,594","1,455","4,404",19,"7,472"
Missouri,05000US29043,Christian County,1/1/2008,1/1/2012,Owner occupied,"2,964","1,442","17,364",50,"21,820"
Missouri,05000US29043,Christian County,1/1/2008,1/1/2012,Renter occupied,"1,563","1,470","4,444",35,"7,512"
Missouri,05000US29043,Christian County,1/1/2009,1/1/2013,Owner occupied,"3,054","1,277","17,549",69,"21,949"
Missouri,05000US29043,Christian County,1/1/2009,1/1/2013,Renter occupied,"1,659","1,445","4,515",65,"7,684"
Missouri,05000US29043,Christian County,1/1/2010,1/1/2014,Owner occupied,"2,933","1,197","18,015",80,"22,225"
Missouri,05000US29043,Christian County,1/1/2010,1/1/2014,Renter occupied,"1,744","1,333","4,629",65,"7,771"
Missouri,05000US29045,Clark County,1/1/2005,1/1/2009,Owner occupied,264,186,"2,101",60,"2,611"
Missouri,05000US29045,Clark County,1/1/2005,1/1/2009,Renter occupied,84,18,439,0,541
Missouri,05000US29045,Clark County,1/1/2006,1/1/2010,Owner occupied,163,94,"1,868",0,"2,125"
Missouri,05000US29045,Clark County,1/1/2006,1/1/2010,Renter occupied,122,83,429,50,684
Missouri,05000US29045,Clark County,1/1/2007,1/1/2011,Owner occupied,188,120,"1,902",4,"2,214"
Missouri,05000US29045,Clark County,1/1/2007,1/1/2011,Renter occupied,105,46,424,45,620
Missouri,05000US29045,Clark County,1/1/2008,1/1/2012,Owner occupied,219,180,"1,746",4,"2,149"
Missouri,05000US29045,Clark County,1/1/2008,1/1/2012,Renter occupied,113,39,455,35,642
Missouri,05000US29045,Clark County,1/1/2009,1/1/2013,Owner occupied,244,167,"1,708",8,"2,127"
Missouri,05000US29045,Clark County,1/1/2009,1/1/2013,Renter occupied,102,33,456,40,631
Missouri,05000US29045,Clark County,1/1/2010,1/1/2014,Owner occupied,209,190,"1,764",8,"2,171"
Missouri,05000US29045,Clark County,1/1/2010,1/1/2014,Renter occupied,83,23,565,15,686
Missouri,05000US29047,Clay County,1/1/2005,1/1/2009,Owner occupied,"10,100","4,795","53,625","3,250","71,770"
Missouri,05000US29047,Clay County,1/1/2005,1/1/2009,Renter occupied,"3,865",679,"14,740",0,"19,284"
Missouri,05000US29047,Clay County,1/1/2006,1/1/2010,Owner occupied,"8,845","4,484","48,904",185,"62,418"
Missouri,05000US29047,Clay County,1/1/2006,1/1/2010,Renter occupied,"4,285","3,919","15,260",119,"23,583"
Missouri,05000US29047,Clay County,1/1/2007,1/1/2011,Owner occupied,"8,795","4,510","48,734",143,"62,182"
Missouri,05000US29047,Clay County,1/1/2007,1/1/2011,Renter occupied,"4,470","4,080","16,045",189,"24,784"
Missouri,05000US29047,Clay County,1/1/2008,1/1/2012,Owner occupied,"8,730","4,475","48,665",185,"62,055"
Missouri,05000US29047,Clay County,1/1/2008,1/1/2012,Renter occupied,"4,565","4,450","15,465",170,"24,650"
Missouri,05000US29047,Clay County,1/1/2009,1/1/2013,Owner occupied,"8,040","4,210","49,265",215,"61,730"
Missouri,05000US29047,Clay County,1/1/2009,1/1/2013,Renter occupied,"4,810","4,625","15,570",180,"25,185"
Missouri,05000US29047,Clay County,1/1/2010,1/1/2014,Owner occupied,"7,535","4,185","50,005",270,"61,995"
Missouri,05000US29047,Clay County,1/1/2010,1/1/2014,Renter occupied,"5,035","4,729","15,350",245,"25,359"
Missouri,05000US29049,Clinton County,1/1/2005,1/1/2009,Owner occupied,"1,258",608,"5,358",250,"7,474"
Missouri,05000US29049,Clinton County,1/1/2005,1/1/2009,Renter occupied,149,14,"1,104",0,"1,267"
Missouri,05000US29049,Clinton County,1/1/2006,1/1/2010,Owner occupied,"1,067",475,"4,654",4,"6,200"
Missouri,05000US29049,Clinton County,1/1/2006,1/1/2010,Renter occupied,279,254,"1,333",40,"1,906"
Missouri,05000US29049,Clinton County,1/1/2007,1/1/2011,Owner occupied,"1,022",491,"4,529",8,"6,050"
Missouri,05000US29049,Clinton County,1/1/2007,1/1/2011,Renter occupied,338,257,"1,418",39,"2,052"
Missouri,05000US29049,Clinton County,1/1/2008,1/1/2012,Owner occupied,891,454,"4,534",14,"5,893"
Missouri,05000US29049,Clinton County,1/1/2008,1/1/2012,Renter occupied,344,357,"1,383",39,"2,123"
Missouri,05000US29049,Clinton County,1/1/2009,1/1/2013,Owner occupied,858,430,"4,574",14,"5,876"
Missouri,05000US29049,Clinton County,1/1/2009,1/1/2013,Renter occupied,429,357,"1,400",39,"2,225"
Missouri,05000US29049,Clinton County,1/1/2010,1/1/2014,Owner occupied,747,467,"4,664",24,"5,902"
Missouri,05000US29049,Clinton County,1/1/2010,1/1/2014,Renter occupied,438,333,"1,358",35,"2,164"
Missouri,05000US29051,Cole County,1/1/2005,1/1/2009,Owner occupied,"2,619","1,423","18,874","1,240","24,156"
Missouri,05000US29051,Cole County,1/1/2005,1/1/2009,Renter occupied,839,74,"6,110",0,"7,023"
Missouri,05000US29051,Cole County,1/1/2006,1/1/2010,Owner occupied,"2,085","1,023","16,634",55,"19,797"
Missouri,05000US29051,Cole County,1/1/2006,1/1/2010,Renter occupied,"1,370","1,133","6,650",179,"9,332"
Missouri,05000US29051,Cole County,1/1/2007,1/1/2011,Owner occupied,"1,885",874,"16,634",4,"19,397"
Missouri,05000US29051,Cole County,1/1/2007,1/1/2011,Renter occupied,"1,565","1,423","6,730",215,"9,933"
Missouri,05000US29051,Cole County,1/1/2008,1/1/2012,Owner occupied,"2,065",919,"16,810",4,"19,798"
Missouri,05000US29051,Cole County,1/1/2008,1/1/2012,Renter occupied,"1,724","1,370","6,509",195,"9,798"
Missouri,05000US29051,Cole County,1/1/2009,1/1/2013,Owner occupied,"2,055",949,"16,490",55,"19,549"
Missouri,05000US29051,Cole County,1/1/2009,1/1/2013,Renter occupied,"1,693","1,529","6,249",250,"9,721"
Missouri,05000US29051,Cole County,1/1/2010,1/1/2014,Owner occupied,"2,165","1,124","16,500",75,"19,864"
Missouri,05000US29051,Cole County,1/1/2010,1/1/2014,Renter occupied,"1,800","1,485","5,805",340,"9,430"
Missouri,05000US29053,Cooper County,1/1/2005,1/1/2009,Owner occupied,701,330,"3,986",132,"5,149"
Missouri,05000US29053,Cooper County,1/1/2005,1/1/2009,Renter occupied,220,55,"1,174",0,"1,449"
Missouri,05000US29053,Cooper County,1/1/2006,1/1/2010,Owner occupied,513,349,"3,747",10,"4,619"
Missouri,05000US29053,Cooper County,1/1/2006,1/1/2010,Renter occupied,269,160,"1,291",48,"1,768"
Missouri,05000US29053,Cooper County,1/1/2007,1/1/2011,Owner occupied,431,335,"3,858",14,"4,638"
Missouri,05000US29053,Cooper County,1/1/2007,1/1/2011,Renter occupied,254,184,"1,241",43,"1,722"
Missouri,05000US29053,Cooper County,1/1/2008,1/1/2012,Owner occupied,478,349,"3,869",35,"4,731"
Missouri,05000US29053,Cooper County,1/1/2008,1/1/2012,Renter occupied,205,254,"1,253",68,"1,780"
Missouri,05000US29053,Cooper County,1/1/2009,1/1/2013,Owner occupied,480,287,"4,008",30,"4,805"
Missouri,05000US29053,Cooper County,1/1/2009,1/1/2013,Renter occupied,280,284,"1,148",43,"1,755"
Missouri,05000US29053,Cooper County,1/1/2010,1/1/2014,Owner occupied,473,279,"3,833",29,"4,614"
Missouri,05000US29053,Cooper County,1/1/2010,1/1/2014,Renter occupied,334,339,"1,224",28,"1,925"
Missouri,05000US29055,Crawford County,1/1/2005,1/1/2009,Owner occupied,978,517,"5,940",434,"7,869"
Missouri,05000US29055,Crawford County,1/1/2005,1/1/2009,Renter occupied,332,118,"1,208",0,"1,658"
Missouri,05000US29055,Crawford County,1/1/2006,1/1/2010,Owner occupied,977,594,"5,459",55,"7,085"
Missouri,05000US29055,Crawford County,1/1/2006,1/1/2010,Renter occupied,496,510,"1,377",10,"2,393"
Missouri,05000US29055,Crawford County,1/1/2007,1/1/2011,Owner occupied,"1,237",653,"5,344",55,"7,289"
Missouri,05000US29055,Crawford County,1/1/2007,1/1/2011,Renter occupied,441,453,"1,327",8,"2,229"
Missouri,05000US29055,Crawford County,1/1/2008,1/1/2012,Owner occupied,"1,083",657,"5,423",75,"7,238"
Missouri,05000US29055,Crawford County,1/1/2008,1/1/2012,Renter occupied,397,592,"1,336",24,"2,349"
Missouri,05000US29055,Crawford County,1/1/2009,1/1/2013,Owner occupied,913,672,"5,569",65,"7,219"
Missouri,05000US29055,Crawford County,1/1/2009,1/1/2013,Renter occupied,427,696,"1,137",19,"2,279"
Missouri,05000US29055,Crawford County,1/1/2010,1/1/2014,Owner occupied,908,611,"5,392",65,"6,976"
Missouri,05000US29055,Crawford County,1/1/2010,1/1/2014,Renter occupied,475,684,"1,264",40,"2,463"
Missouri,05000US29057,Dade County,1/1/2005,1/1/2009,Owner occupied,297,144,"2,127",111,"2,679"
Missouri,05000US29057,Dade County,1/1/2005,1/1/2009,Renter occupied,114,24,517,0,655
Missouri,05000US29057,Dade County,1/1/2006,1/1/2010,Owner occupied,245,162,"2,065",49,"2,521"
Missouri,05000US29057,Dade County,1/1/2006,1/1/2010,Renter occupied,136,66,536,8,746
Missouri,05000US29057,Dade County,1/1/2007,1/1/2011,Owner occupied,253,194,"2,013",29,"2,489"
Missouri,05000US29057,Dade County,1/1/2007,1/1/2011,Renter occupied,150,103,460,19,732
Missouri,05000US29057,Dade County,1/1/2008,1/1/2012,Owner occupied,244,166,"1,981",30,"2,421"
Missouri,05000US29057,Dade County,1/1/2008,1/1/2012,Renter occupied,122,118,473,19,732
Missouri,05000US29057,Dade County,1/1/2009,1/1/2013,Owner occupied,278,189,"1,998",4,"2,469"
Missouri,05000US29057,Dade County,1/1/2009,1/1/2013,Renter occupied,148,111,445,19,723
Missouri,05000US29057,Dade County,1/1/2010,1/1/2014,Owner occupied,285,189,"2,043",8,"2,525"
Missouri,05000US29057,Dade County,1/1/2010,1/1/2014,Renter occupied,118,131,403,14,666
Missouri,05000US29059,Dallas County,1/1/2005,1/1/2009,Owner occupied,749,444,"4,038",180,"5,411"
Missouri,05000US29059,Dallas County,1/1/2005,1/1/2009,Renter occupied,134,65,784,0,983
Missouri,05000US29059,Dallas County,1/1/2006,1/1/2010,Owner occupied,663,510,"4,054",30,"5,257"
Missouri,05000US29059,Dallas County,1/1/2006,1/1/2010,Renter occupied,173,179,823,4,"1,179"
Missouri,05000US29059,Dallas County,1/1/2007,1/1/2011,Owner occupied,753,384,"3,870",80,"5,087"
Missouri,05000US29059,Dallas County,1/1/2007,1/1/2011,Renter occupied,189,172,909,4,"1,274"
Missouri,05000US29059,Dallas County,1/1/2008,1/1/2012,Owner occupied,842,439,"3,885",70,"5,236"
Missouri,05000US29059,Dallas County,1/1/2008,1/1/2012,Renter occupied,203,153,923,20,"1,299"
Missouri,05000US29059,Dallas County,1/1/2009,1/1/2013,Owner occupied,769,434,"3,895",70,"5,168"
Missouri,05000US29059,Dallas County,1/1/2009,1/1/2013,Renter occupied,218,162,894,14,"1,288"
Missouri,05000US29059,Dallas County,1/1/2010,1/1/2014,Owner occupied,724,434,"3,775",95,"5,028"
Missouri,05000US29059,Dallas County,1/1/2010,1/1/2014,Renter occupied,221,229,868,24,"1,342"
Missouri,05000US29061,Daviess County,1/1/2005,1/1/2009,Owner occupied,339,236,"1,869",105,"2,549"
Missouri,05000US29061,Daviess County,1/1/2005,1/1/2009,Renter occupied,102,19,576,0,697
Missouri,05000US29061,Daviess County,1/1/2006,1/1/2010,Owner occupied,376,198,"1,843",50,"2,467"
Missouri,05000US29061,Daviess County,1/1/2006,1/1/2010,Renter occupied,110,109,595,29,843
Missouri,05000US29061,Daviess County,1/1/2007,1/1/2011,Owner occupied,382,222,"1,751",49,"2,404"
Missouri,05000US29061,Daviess County,1/1/2007,1/1/2011,Renter occupied,84,109,557,29,779
Missouri,05000US29061,Daviess County,1/1/2008,1/1/2012,Owner occupied,329,196,"1,797",58,"2,380"
Missouri,05000US29061,Daviess County,1/1/2008,1/1/2012,Renter occupied,75,111,504,25,715
Missouri,05000US29061,Daviess County,1/1/2009,1/1/2013,Owner occupied,346,235,"1,775",49,"2,405"
Missouri,05000US29061,Daviess County,1/1/2009,1/1/2013,Renter occupied,66,111,546,25,748
Missouri,05000US29061,Daviess County,1/1/2010,1/1/2014,Owner occupied,361,245,"1,755",54,"2,415"
Missouri,05000US29061,Daviess County,1/1/2010,1/1/2014,Renter occupied,81,80,541,20,722
Missouri,05000US29063,DeKalb County,1/1/2005,1/1/2009,Owner occupied,488,169,"2,377",148,"3,182"
Missouri,05000US29063,DeKalb County,1/1/2005,1/1/2009,Renter occupied,94,42,807,0,943
Missouri,05000US29063,DeKalb County,1/1/2006,1/1/2010,Owner occupied,446,129,"2,086",34,"2,695"
Missouri,05000US29063,DeKalb County,1/1/2006,1/1/2010,Renter occupied,159,224,875,4,"1,262"
Missouri,05000US29063,DeKalb County,1/1/2007,1/1/2011,Owner occupied,425,113,"2,082",34,"2,654"
Missouri,05000US29063,DeKalb County,1/1/2007,1/1/2011,Renter occupied,256,200,866,4,"1,326"
Missouri,05000US29063,DeKalb County,1/1/2008,1/1/2012,Owner occupied,362,109,"2,056",29,"2,556"
Missouri,05000US29063,DeKalb County,1/1/2008,1/1/2012,Renter occupied,199,154,952,4,"1,309"
Missouri,05000US29063,DeKalb County,1/1/2009,1/1/2013,Owner occupied,286,133,"2,027",14,"2,460"
Missouri,05000US29063,DeKalb County,1/1/2009,1/1/2013,Renter occupied,234,234,856,4,"1,328"
Missouri,05000US29063,DeKalb County,1/1/2010,1/1/2014,Owner occupied,254,157,"2,063",14,"2,488"
Missouri,05000US29063,DeKalb County,1/1/2010,1/1/2014,Renter occupied,259,184,865,4,"1,312"
Missouri,05000US29065,Dent County,1/1/2005,1/1/2009,Owner occupied,553,412,"3,969",212,"5,146"
Missouri,05000US29065,Dent County,1/1/2005,1/1/2009,Renter occupied,355,59,799,0,"1,213"
Missouri,05000US29065,Dent County,1/1/2006,1/1/2010,Owner occupied,502,448,"3,785",34,"4,769"
Missouri,05000US29065,Dent County,1/1/2006,1/1/2010,Renter occupied,290,238,792,24,"1,344"
Missouri,05000US29065,Dent County,1/1/2007,1/1/2011,Owner occupied,506,381,"3,665",18,"4,570"
